highway,lanes,lit,maxspeed,name,oneway,ref,smoothness,geometry
secondary,2,,70,Seeburger Chaussee,,L 20,excellent,"LINESTRING (13.1127037 52.5175501, 13.1119025 52.5181362, 13.1116542 52.51835, 13.1114228 52.5185656, 13.1112691 52.518729)"
secondary,2,,100,Seeburger Chaussee,,L 20,excellent,"LINESTRING (13.1104373 52.5198203, 13.1103453 52.5200084, 13.1102369 52.5202759, 13.1101258 52.520627, 13.1100664 52.5208989, 13.11003 52.5211657, 13.1100176 52.5214952, 13.1100282 52.5218243, 13.1100797 52.5225813, 13.1101434 52.5234065, 13.1102454 52.5248171, 13.1103634 52.5263707)"
secondary,2,yes,50,Stahnsdorfer Chaussee,,L 77,,"LINESTRING (13.1994856 52.3705961, 13.1992062 52.3703452, 13.1990846 52.370236, 13.1987971 52.3700202)"
primary,4,yes,50,Otto-Braun-Straße,yes,B 2,good,"LINESTRING (13.4224563 52.5270394, 13.4228442 52.5273508)"
primary,4,yes,50,Otto-Braun-Straße,yes,B 2,good,"LINESTRING (13.4236863 52.5279702, 13.4237213 52.5280025, 13.423868 52.5281364)"
secondary,2,,50,Schwanebecker Chaussee,,L 200,,"LINESTRING (13.5836172 52.6706303, 13.5835674 52.6705604, 13.5832497 52.6701159, 13.5832229 52.6700784, 13.5830791 52.6698848)"
primary,4,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4177613 52.5258505, 13.4179232 52.5257911, 13.4181657 52.5257067, 13.4184316 52.5256175)"
secondary,2,yes,50,Spandauer Straße,,L 201,good,"LINESTRING (13.1105513 52.5650893, 13.1109555 52.5649791, 13.1113192 52.5648701, 13.1121236 52.5646453, 13.1122094 52.5646213, 13.1125554 52.5645245, 13.1128525 52.5644383)"
secondary,2,yes,50,Eichner Chaussee,,L 311,,"LINESTRING (13.5907946 52.5595374, 13.5908068 52.559479, 13.5908269 52.5593829, 13.5908817 52.5591529, 13.5909471 52.5588783, 13.5910051 52.5586134, 13.5910146 52.5585699, 13.591073 52.5581483, 13.5910873 52.5577343, 13.5910877 52.5577186, 13.5911025 52.5571638, 13.5911174 52.556881, 13.5911406 52.5565104, 13.5911574 52.5559724, 13.5911911 52.5551649, 13.5912062 52.5549612)"
secondary,2,yes,50,Eichner Chaussee,,L 311,,"LINESTRING (13.5906373 52.5602285, 13.5906546 52.5601763, 13.5906902 52.5600461, 13.5907382 52.5598)"
secondary,2,yes,50,Eichner Chaussee,,L 311,excellent,"LINESTRING (13.5889165 52.550922, 13.5887904 52.5508002, 13.5886693 52.5506768, 13.5885176 52.5505355, 13.5882001 52.5502238, 13.587988 52.5500138, 13.5876261 52.5496801, 13.5875653 52.5496248, 13.5875007 52.549555, 13.5874637 52.5495149)"
secondary,1,yes,50,Karl-Marx-Straße,yes,,excellent,"LINESTRING (13.4394014 52.4760095, 13.4394123 52.4759879, 13.4394483 52.4759162, 13.439459 52.4758951, 13.4394691 52.475875, 13.4394842 52.4758448, 13.4394915 52.4758303, 13.4395584 52.4756971, 13.4396368 52.4756348)"
secondary,2,yes,30,Sonnenallee,yes,,,"LINESTRING (13.440779 52.4812956, 13.4412083 52.481074, 13.4412354 52.48106, 13.441335 52.4810112, 13.4414216 52.4809678, 13.4414444 52.4809562, 13.4415934 52.4808811)"
primary,5,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4189724 52.5254116, 13.4192196 52.5253151, 13.4193904 52.5252484)"
primary,3,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4209641 52.5245773, 13.4211285 52.5245169)"
primary,2,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4206556 52.5246968, 13.4207594 52.5246518, 13.4209641 52.5245773)"
primary,2,yes,50,Mollstraße,yes,,,"LINESTRING (13.4213329 52.5244427, 13.4218069 52.5242839, 13.4225463 52.5240513)"
primary,3,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4211285 52.5245169, 13.4213329 52.5244427)"
primary,2,,70,Frankfurter Chaussee,yes,B 1;B 5,,"LINESTRING (13.7127926 52.5008138, 13.7040944 52.5008265)"
primary,2,,70,Frankfurter Chaussee,yes,B 1;B 5,good,"LINESTRING (13.7129184 52.5006954, 13.7137552 52.5006965, 13.7179192 52.5006841)"
secondary,2,,,Seeburger Chaussee,,L 20,excellent,"LINESTRING (13.1103634 52.5263707, 13.1104649 52.5277333)"
secondary,1,yes,50,Karl-Marx-Straße,yes,,excellent,"LINESTRING (13.4392137 52.4763982, 13.4392206 52.4763834, 13.4393115 52.4761882, 13.4393292 52.4761502, 13.4393826 52.476047, 13.4394014 52.4760095)"
secondary,2,yes,50,Karl-Marx-Straße,,,excellent,"LINESTRING (13.440302 52.474211, 13.4402374 52.47432, 13.4402105 52.4743653, 13.4401227 52.4745166, 13.4400412 52.4746661, 13.4400056 52.4747385, 13.4399466 52.4748691, 13.4399349 52.4748951, 13.4398926 52.4750001, 13.4398755 52.4750405)"
primary,2,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4225463 52.5240513, 13.4232995 52.5238023)"
primary,4,yes,50,Hermann-Hesse-Straße,,B 96a,good,"LINESTRING (13.4005271 52.5804085, 13.4002624 52.5803819, 13.3999502 52.5803522, 13.3997544 52.5803334, 13.3996702 52.5803242, 13.3996202 52.5803171, 13.3995638 52.5803077, 13.3995207 52.5802985, 13.3994489 52.5802798, 13.3993683 52.5802544, 13.3991061 52.5801554)"
secondary,2,,60,Schwanebecker Chaussee,,L 200,excellent,"LINESTRING (13.5805268 52.6664302, 13.5805675 52.6664849)"
primary,2,yes,50,Mollstraße,yes,,,"LINESTRING (13.4254491 52.5231723, 13.4255721 52.523142, 13.4257095 52.5231124, 13.4258956 52.5230836, 13.4260756 52.5230602)"
primary,2,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4232995 52.5238023, 13.4234574 52.5237537, 13.4236452 52.5236968)"
primary,4,yes,50,Frankfurter Chaussee,yes,B 1;B 5,good,"LINESTRING (13.7451172 52.4990323, 13.7433845 52.49928, 13.7431054 52.4993302)"
primary,2,yes,50,Platz der Vereinten Nationen,yes,,good,"LINESTRING (13.4264093 52.5230394, 13.4265357 52.5230353, 13.4266637 52.5230347, 13.4272422 52.523047, 13.4277378 52.523058)"
secondary,2,,70,,,L 33,excellent,"LINESTRING (13.6937356 52.5519507, 13.6948885 52.5516466, 13.6952523 52.5515358)"
secondary,2,,100,,,L 33,,"LINESTRING (13.6969583 52.5509448, 13.6981675 52.5504067, 13.6993213 52.5498382, 13.7024526 52.5482526, 13.7065176 52.5461892)"
secondary,2,,70,,,L 33,good,"LINESTRING (13.7351932 52.5552751, 13.7361365 52.5557253)"
secondary,2,,100,,,L 33,,"LINESTRING (13.74058 52.5571515, 13.7414799 52.5573225, 13.74218 52.5574186, 13.7425245 52.5574659, 13.7433226 52.557556, 13.744659 52.557669, 13.7462559 52.5577413, 13.7493579 52.5578859, 13.7506647 52.5579471)"
secondary,2,no,70,,,L 33,good,"LINESTRING (13.7659081 52.5605801, 13.7655266 52.5606496, 13.765426 52.5606639, 13.7651555 52.5607034, 13.7647329 52.5607514, 13.764369 52.5607812, 13.7640306 52.5607929, 13.7637154 52.5607965, 13.7634266 52.56079, 13.7631016 52.5607776, 13.7627713 52.5607495)"
secondary,3,,70,,,L 33,,"LINESTRING (13.7597184 52.5599868, 13.7604481 52.5602557, 13.7609922 52.5604265, 13.7612367 52.5604965, 13.7616663 52.5605863, 13.7618647 52.5606255)"
primary,3,yes,50,Platz der Vereinten Nationen,yes,,good,"LINESTRING (13.4288788 52.5230751, 13.429115 52.5230805)"
secondary,2,yes,50,Dorfstraße,,L 302,good,"LINESTRING (13.6928004 52.4755925, 13.6928895 52.4756547, 13.6929349 52.4756929, 13.6929759 52.4757338, 13.6929956 52.4757556, 13.693017 52.4757818, 13.6930566 52.4758357)"
secondary,2,yes,50,Dorfstraße,,L 302,good,"LINESTRING (13.6930566 52.4758357, 13.6930859 52.4758784)"
primary,4,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4185228 52.5255854, 13.4187708 52.5254899, 13.4189724 52.5254116)"
primary,2,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4236452 52.5236968, 13.4238031 52.52365, 13.4238593 52.5236343, 13.4240593 52.5235744)"
primary,2,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4240593 52.5235744, 13.4250176 52.5232921, 13.4254491 52.5231723)"
primary,3,yes,50,Platz der Vereinten Nationen,yes,,good,"LINESTRING (13.429115 52.5230805, 13.4293886 52.523087, 13.4294503 52.5230888, 13.4295209 52.5230902, 13.4296467 52.5230932)"
primary,4,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4202393 52.5252177, 13.4200319 52.525303, 13.4199967 52.5253175, 13.4199939 52.5253186, 13.4199518 52.5253359, 13.4198174 52.5253912)"
primary,2,yes,50,Schöneberger Ufer,yes,B 96,excellent,"LINESTRING (13.3732447 52.5035087, 13.373489 52.5032328, 13.3736299 52.5031114)"
secondary,3,no,,Seeburger Straße,,L 20,excellent,"LINESTRING (13.1186191 52.5493163, 13.1188493 52.5495557, 13.1191781 52.5499531)"
secondary,3,no,50,Seeburger Straße,,L 20,excellent,"LINESTRING (13.1191781 52.5499531, 13.119417 52.5502499, 13.1195772 52.5504588, 13.1196909 52.550607)"
primary,2,yes,50,Platz der Vereinten Nationen,yes,,good,"LINESTRING (13.4274845 52.5232152, 13.4272688 52.52321)"
secondary,2,yes,50,Alt Zepernick,,,good,"LINESTRING (13.5432074 52.6545218, 13.54331 52.6546545, 13.5433272 52.6546738, 13.543358 52.6547081, 13.5435548 52.6549374, 13.5437981 52.6552355, 13.5438342 52.6552852)"
secondary,2,yes,50,Bucher Chaussee,,L 313,excellent,"LINESTRING (13.5413052 52.6256892, 13.5407806 52.6257445, 13.5404962 52.625786, 13.5402635 52.6258311, 13.5400067 52.6258832)"
secondary,2,yes,50,Falkenberger Chaussee,yes,,good,"LINESTRING (13.5063415 52.5635667, 13.5067479 52.5637162, 13.5074165 52.5639716, 13.5074654 52.5639901)"
secondary,2,yes,50,Falkenberger Chaussee,yes,,good,"LINESTRING (13.5040518 52.562968, 13.5035752 52.5627973, 13.503307 52.5627086, 13.5030367 52.5626252, 13.502795 52.5625478, 13.5026488 52.562494)"
primary,2,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4232557 52.524031, 13.4226484 52.5242647)"
primary,2,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4240443 52.5237607, 13.4239576 52.5237878, 13.4237875 52.5238441)"
primary,3,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4226484 52.5242647, 13.4217881 52.5245982, 13.4215854 52.5246797)"
primary,3,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4211738 52.5248435, 13.4210093 52.5249085)"
primary,5,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4210093 52.5249085, 13.4208594 52.5249686)"
secondary,2,yes,50,Alte Dorfstraße,,L 235,good,"LINESTRING (13.7563895 52.6021518, 13.7562957 52.6023696, 13.7562856 52.6023928, 13.7562488 52.6024931, 13.7561884 52.602633, 13.7560778 52.6028985, 13.7560426 52.6029803, 13.7560288 52.6030124, 13.7560126 52.6031063, 13.7559889 52.6031999, 13.7559844 52.603248, 13.755988 52.6032733, 13.7560199 52.6034999, 13.75606 52.6036361, 13.7560965 52.6037518, 13.7561147 52.6038101, 13.7561456 52.6039078)"
secondary,2,yes,50,Alte Dorfstraße,,L 235,good,"LINESTRING (13.7561456 52.6039078, 13.7562159 52.6041313, 13.7563849 52.6046583, 13.756485 52.6049621, 13.7565865 52.6053003, 13.7567345 52.6057938, 13.7568515 52.6061771, 13.7568879 52.606299, 13.7569109 52.6063754, 13.7570216 52.606757, 13.7571222 52.6070955, 13.7571494 52.6071793)"
primary,3,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4215854 52.5246797, 13.4211738 52.5248435)"
primary,2,yes,50,Birkenwerderstraße,,B 96a,,"LINESTRING (13.3085682 52.6800631, 13.3087206 52.679958, 13.3090294 52.6796896, 13.3094574 52.6792861, 13.3107061 52.6781246, 13.310901 52.6779429, 13.3116635 52.6772295, 13.3117689 52.677133, 13.3122438 52.6766933, 13.3135497 52.6754674, 13.3140981 52.6749622, 13.3141353 52.6749338, 13.3141767 52.6749066, 13.3150493 52.6744262)"
primary,4,yes,50,Mollstraße,yes,,good,"LINESTRING (13.4174358 52.5263995, 13.4170932 52.5265479, 13.4166621 52.5267328)"
secondary,,yes,50,Königin-Luise-Straße,,,,"LINESTRING (13.3037409 52.4586443, 13.3034643 52.4585951)"
secondary,2,yes,50,Königin-Luise-Straße,yes,,,"LINESTRING (13.2886716 52.4581209, 13.2886051 52.4581445, 13.2885512 52.4581613, 13.2884952 52.4581808, 13.2883863 52.4582237, 13.2883435 52.4582389, 13.2882993 52.4582524, 13.2882453 52.4582653, 13.2881709 52.4582794, 13.2881059 52.4582876, 13.2880378 52.4582939)"
primary,4,yes,50,Alexanderstraße,yes,B 2;B 5,excellent,"LINESTRING (13.4130085 52.5237903, 13.4125821 52.5239855, 13.4125174 52.5240151)"
primary,3,yes,50,Alexanderstraße,yes,B 2;B 5,,"LINESTRING (13.4154146 52.5226699, 13.4153766 52.5226877, 13.415336 52.5227066, 13.415276 52.5227346, 13.4152008 52.5227698)"
primary,3,yes,50,Alexanderstraße,yes,B 2;B 5,good,"LINESTRING (13.414418 52.5231357, 13.4140806 52.5232916, 13.4140756 52.5232939, 13.4139171 52.523367, 13.4138665 52.5233904, 13.4137178 52.5234595, 13.4132378 52.5236826)"
primary,4,,70,Frankfurter Chaussee,yes,B 1;B 5,good,"LINESTRING (13.6996566 52.5007271, 13.701512 52.5007202, 13.7019452 52.5007186)"
primary,4,,70,Frankfurter Chaussee,yes,B 1;B 5,,"LINESTRING (13.7040944 52.5008265, 13.7024264 52.5008344, 13.7023362 52.5008338, 13.702007 52.5008359)"
secondary,,no,60,Neuenhagener Chaussee,,L 338,good,"LINESTRING (13.7019452 52.5007186, 13.7018994 52.5006527, 13.7018642 52.500602, 13.7017339 52.5004219, 13.7012913 52.4997858)"
secondary,,,70,Schöneicher Straße,,L 338,good,"LINESTRING (13.702007 52.5008359, 13.7020673 52.5009157, 13.7021224 52.5009886, 13.7023766 52.5013052, 13.702724 52.5016624)"
primary,3,yes,50,Alexanderstraße,yes,B 2;B 5,good,"LINESTRING (13.4152585 52.5224999, 13.415271 52.5224942, 13.4153983 52.5224356)"
secondary,2,,70,Friedenstraße,,L 78,,"LINESTRING (13.1118243 52.3360048, 13.1121408 52.3354331, 13.1127128 52.3344061, 13.1136231 52.332842, 13.1137589 52.3326007)"
primary,4,yes,50,Alexanderstraße,yes,B 2;B 5,good,"LINESTRING (13.4153983 52.5224356, 13.4158136 52.5222454)"
primary,4,yes,50,Alexanderstraße,yes,B 2;B 5,good,"LINESTRING (13.4158136 52.5222454, 13.4160726 52.5221245, 13.4161243 52.5221005, 13.4162179 52.5220579, 13.4162698 52.5220284)"
secondary,3,yes,50,Goerdelerdamm,yes,,,"LINESTRING (13.2968291 52.5346951, 13.2969999 52.5346295, 13.2971951 52.5345281, 13.2972356 52.534505, 13.2973451 52.534444)"
secondary,3,yes,50,Goerdelerdamm,yes,,good,"LINESTRING (13.29488 52.5347765, 13.294558 52.5346752, 13.2944285 52.534647, 13.294371 52.5346405, 13.2942885 52.5346355)"
secondary,4,yes,50,Siemensdamm,yes,,good,"LINESTRING (13.2909596 52.5341252, 13.2926707 52.5342706, 13.292814 52.5342778, 13.29287 52.5342793)"
secondary,2,yes,50,Rosa-Luxemburg-Damm,,L 338,good,"LINESTRING (13.7062188 52.5198899, 13.7061565 52.5199936)"
secondary,2,yes,50,Rosa-Luxemburg-Damm,,L 338,good,"LINESTRING (13.7061565 52.5199936, 13.7059908 52.5202494, 13.705888 52.5203758, 13.7058682 52.5203895, 13.7057168 52.5204945, 13.7055913 52.5205558, 13.705449 52.5206254)"
secondary,,no,70,Neubeerener Straße,,L 794,,"LINESTRING (13.2694026 52.3569319, 13.2693231 52.3571789, 13.2692916 52.3575009)"
secondary,2,,70,Schönwalder Straße,,L 20,,"LINESTRING (13.1467544 52.6344614, 13.1464338 52.6339256)"
secondary,3,yes,30,Kantstraße,yes,,good,"LINESTRING (13.3148655 52.5062961, 13.3147662 52.5063018, 13.3143633 52.506323, 13.3141798 52.5063328, 13.3141197 52.5063364, 13.3140468 52.5063408, 13.3139735 52.5063452, 13.3138289 52.5063539)"
secondary,3,yes,30,Kantstraße,yes,,,"LINESTRING (13.3128512 52.5062786, 13.3131074 52.5062632, 13.3134453 52.5062425, 13.3135967 52.5062332, 13.3136694 52.5062287, 13.3137431 52.5062241, 13.3138054 52.5062202)"
secondary,3,yes,30,Kantstraße,yes,,,"LINESTRING (13.3101937 52.5065484, 13.3095323 52.5065817, 13.3094694 52.5065851, 13.3092834 52.506595)"
secondary,3,yes,30,Kantstraße,yes,,,"LINESTRING (13.3084557 52.5065342, 13.3090152 52.5065018, 13.3090759 52.5064983, 13.3092522 52.5064878)"
secondary,3,yes,30,Kaiser-Friedrich-Straße,yes,,good,"LINESTRING (13.2997495 52.5192961, 13.299741 52.5193374, 13.299727 52.5194092, 13.2997097 52.5195077)"
secondary,2,yes,30,Kaiser-Friedrich-Straße,yes,,,"LINESTRING (13.2999965 52.5185239, 13.2999079 52.5186833, 13.2998636 52.518779, 13.2998215 52.5189137)"
secondary,2,yes,50,Luisenplatz,yes,,,"LINESTRING (13.2997982 52.5213681, 13.2996951 52.5213088, 13.2994219 52.5208489)"
secondary,4,yes,50,Luisenplatz,yes,,good,"LINESTRING (13.2994654 52.5198454, 13.2994683 52.5198303, 13.2994729 52.5198065, 13.2994926 52.5197046)"
secondary,2,yes,50,Otto-Suhr-Allee,yes,,good,"LINESTRING (13.3170018 52.5140287, 13.3172184 52.5139605, 13.3173428 52.5139213, 13.3174734 52.5138922, 13.3176189 52.5138595, 13.3179174 52.5138038, 13.3182637 52.5137474)"
secondary,3,yes,50,Otto-Suhr-Allee,yes,,,"LINESTRING (13.3149226 52.5146809, 13.3149834 52.5146613, 13.3150895 52.514627, 13.3151986 52.5145896)"
secondary,3,yes,50,Otto-Suhr-Allee,yes,,good,"LINESTRING (13.3140403 52.5151117, 13.3135427 52.5152716)"
secondary,3,yes,50,Otto-Suhr-Allee,yes,,good,"LINESTRING (13.3078876 52.517082, 13.3075619 52.517193, 13.3075256 52.5172054)"
secondary,4,yes,50,Otto-Suhr-Allee,yes,,,"LINESTRING (13.3007893 52.5193445, 13.3006677 52.5193864, 13.3003114 52.519509, 13.29992 52.5196321)"
secondary,2,yes,50,Otto-Suhr-Allee,yes,,,"LINESTRING (13.3115141 52.5157674, 13.3119774 52.5156211, 13.3122237 52.5155451, 13.3126285 52.5154134, 13.3131639 52.5152427)"
secondary,4,yes,50,Otto-Suhr-Allee,yes,,,"LINESTRING (13.3075256 52.5172054, 13.3074855 52.5172183, 13.3071815 52.5173165, 13.3069829 52.5173807, 13.3069484 52.5173918, 13.3068849 52.5174141)"
secondary,3,yes,50,Otto-Suhr-Allee,yes,,excellent,"LINESTRING (13.3094588 52.5164225, 13.3098902 52.5162858, 13.3099999 52.5162507, 13.31005 52.5162348, 13.3103593 52.5161362, 13.3105251 52.5160847)"
secondary,3,yes,50,Otto-Suhr-Allee,yes,,,"LINESTRING (13.304417 52.5181757, 13.3042363 52.5182334, 13.3036713 52.5184114, 13.3028951 52.5186582, 13.3024819 52.5187873)"
secondary,4,yes,50,Otto-Suhr-Allee,yes,,,"LINESTRING (13.3056779 52.517614, 13.3059451 52.5175267, 13.3062049 52.5174401, 13.3062453 52.5174298)"
secondary,2,yes,50,Otto-Suhr-Allee,yes,,,"LINESTRING (13.3135427 52.5152716, 13.3134402 52.5153055, 13.3122299 52.5156931, 13.3120811 52.5157395, 13.3116151 52.5158852, 13.3110606 52.5160593, 13.3107941 52.5161428, 13.3107007 52.5161727, 13.3106638 52.5161839)"
secondary,2,yes,50,Spandauer Damm,yes,,good,"LINESTRING (13.2961901 52.5193739, 13.2963388 52.5193823, 13.2963905 52.5193854)"
secondary,4,yes,50,Spandauer Damm,yes,,good,"LINESTRING (13.2980987 52.5194816, 13.2989503 52.5195254, 13.2992597 52.5195351)"
primary,4,yes,50,Karl-Marx-Allee,yes,B 1;B 5,excellent,"LINESTRING (13.4318955 52.5179761, 13.4326067 52.5179015, 13.4327205 52.5178897, 13.4329232 52.5178686)"
primary,2,yes,50,Adlergestell,yes,B 96a,,"LINESTRING (13.5675902 52.4145443, 13.5679985 52.4150367, 13.568277 52.4153822, 13.5689504 52.4162689)"
primary,2,yes,50,Adlergestell,yes,B 96a,,"LINESTRING (13.5693899 52.4169576, 13.5694323 52.417207, 13.5694232 52.4174694, 13.5693535 52.4177207, 13.5692414 52.4179332, 13.5690869 52.4181531, 13.5689506 52.4182935, 13.5687132 52.4185162)"
primary,2,yes,50,Adlergestell,yes,B 96a,,"LINESTRING (13.5661351 52.4192191, 13.5668338 52.4190573, 13.5672906 52.4189391, 13.5676747 52.418801, 13.5680743 52.4186003, 13.5684614 52.418335, 13.5686856 52.4181251, 13.5687826 52.4180154, 13.5688807 52.417884, 13.5689651 52.417744, 13.5690364 52.4175853, 13.5690847 52.4174359, 13.5691169 52.4172835, 13.5691266 52.4171177, 13.5691209 52.4169519, 13.5690633 52.4166983, 13.568975 52.4164846, 13.5688802 52.4163324)"
primary,2,yes,50,Adlergestell,yes,B 96a,good,"LINESTRING (13.5688802 52.4163324, 13.5684261 52.415742, 13.5682736 52.4155371)"
primary,3,,50,Adlergestell,yes,B 96a,,"LINESTRING (13.5687132 52.4185162, 13.5685089 52.4186413, 13.5683563 52.4187186, 13.5681481 52.418817, 13.5679221 52.4189064, 13.5676635 52.4189829, 13.5674004 52.4190504, 13.5669405 52.419155)"
primary,3,,50,Adlergestell,yes,B 96a,,"LINESTRING (13.5669405 52.419155, 13.5663355 52.4192943, 13.5658008 52.4194281, 13.565316 52.4195862, 13.5647788 52.4197939, 13.5643555 52.4199972, 13.5640549 52.4201585)"
secondary,3,yes,50,Bundesallee,yes,,,"LINESTRING (13.3306382 52.4995571, 13.3306352 52.4994229, 13.3306333 52.4985341, 13.3306327 52.4982231, 13.3306571 52.4973878, 13.3306352 52.4972087, 13.330559 52.4969429)"
primary,3,yes,50,Karl-Marx-Allee,yes,B 1;B 5,excellent,"LINESTRING (13.4296983 52.5182029, 13.4298834 52.5181871, 13.4306593 52.5181031, 13.4311998 52.518048, 13.4318955 52.5179761)"
secondary,2,yes,50,Knesebeckbrücke,,,good,"LINESTRING (13.2689005 52.4044003, 13.2689779 52.4040458)"
primary,4,yes,50,Otto-Braun-Straße,yes,B 2,good,"LINESTRING (13.4230173 52.5277834, 13.4215318 52.5267033, 13.4214943 52.5266763, 13.4211134 52.5264087)"
primary,2,yes,50,Alt-Friedrichsfelde,yes,B 1;B 5,good,"LINESTRING (13.5421652 52.5099061, 13.5414096 52.5099378)"
secondary,2,yes,50,Dahlwitzer Straße,,,good,"LINESTRING (13.6432293 52.5291974, 13.6437823 52.5279643, 13.6438354 52.5278473, 13.6440655 52.527334, 13.6441152 52.5272245, 13.6443579 52.5266836, 13.644406 52.5265742, 13.6444499 52.5264744, 13.6445424 52.5262719)"
primary,4,yes,50,Gertraudenstraße,yes,B 1,good,"LINESTRING (13.4037815 52.5125603, 13.4039811 52.5126929, 13.4047105 52.5131997, 13.4049879 52.513389)"
primary,4,yes,60,Alt-Kaulsdorf,yes,B 1;B 5,,"LINESTRING (13.5962341 52.5049123, 13.5984258 52.5048847, 13.5984881 52.5048843, 13.5986773 52.5048829)"
primary,4,yes,60,Alt-Kaulsdorf,yes,B 1;B 5,,"LINESTRING (13.5800394 52.5050815, 13.5804358 52.5050797, 13.5811766 52.5050817, 13.5815462 52.5050866)"
primary,4,yes,60,Alt-Kaulsdorf,yes,B 1;B 5,,"LINESTRING (13.5836882 52.5051614, 13.5830089 52.5051711, 13.5828174 52.5051739, 13.5824645 52.5051788, 13.5820604 52.5051819, 13.5819348 52.5051829)"
primary,4,yes,60,Alt-Mahlsdorf,yes,B 1;B 5,,"LINESTRING (13.6218216 52.5041793, 13.6209713 52.5042805, 13.6208878 52.5042903, 13.6207509 52.5043063, 13.6206383 52.5043194)"
